German,English,German Sentence,Cloze Sentence,English Sentence,Image,Vocab Audio,Sentence Audio
erledigen,to complete,Ich werde die Aufgabe später erledigen.,Ich werde die Aufgabe später erledigen.,Ich werde die Aufgabe später __.,,media/azure-45d8b78e-dfda6a75-0709dcaf-5974ba08-46b8dd0d.mp3,media/azure-4fbb0d4c-e8bf3c20-7064efcd-68af5d37-b74ff07e.mp3
beantworten,to answer,Kannst du meine Frage beantworten?,Kannst du meine Frage beantworten?,Kannst du meine Frage __?,,media/azure-35c4dbe3-77d33286-2741bbb3-1370443f-5126efe0.mp3,media/azure-61c90441-738a0dbe-ff5ae87b-454ca919-8160d3ea.mp3
verlassen,to leave,Wir verlassen das Büro um 17 Uhr.,Wir verlassen das Büro um 17 Uhr.,Wir __ das Büro um 17 Uhr.,,media/azure-88a1c171-9967d89d-89563093-d55b6295-eb28df6f.mp3,media/azure-23cf1000-ebdc95ab-27b0cabf-0b46920c-555464de.mp3
der Grund,reason,Der Grund für die Verspätung war der Verkehr.,Der Grund für die Verspätung war der Verkehr.,__ für die Verspätung war der Verkehr.,,media/azure-20822463-0b56b2a6-355fa25e-c299604c-8bf1eeec.mp3,media/azure-5dfefb63-cef8ddf2-e3476f74-0848dac2-57371002.mp3
achten auf,to pay attention to,"Achte auf den Verkehr, wenn du über die Straße gehst.","Achte auf den Verkehr, wenn du über die Straße gehst.","__ den Verkehr, wenn du über die Straße gehst.",,media/azure-bd82aae9-47e85387-07d46e42-5a32c55e-3b4b3fd8.mp3,media/azure-89502a4b-6bdca5d5-14ab324b-9406a978-e6677ea6.mp3
verzichten auf,to do without,Ich verzichte auf den Nachtisch.,Ich verzichte auf den Nachtisch.,Ich __ den Nachtisch.,,media/azure-65900c97-3162d4bf-a30c6b6a-669f8ed4-1a56d674.mp3,media/azure-ea4d9ebc-73530a87-d0a467ec-9b1dedf8-ac297522.mp3
leiden an,to suffer from,Er leidet an Rückenschmerzen.,Er leidet an Rückenschmerzen.,Er __ Rückenschmerzen.,,media/azure-eb5dc94a-198c6bda-090da3d9-3650d59f-b34a11c4.mp3,media/azure-e751db65-840378d2-16e2484d-08d4e253-747ce0fc.mp3
das Bioprodukt,organic product,Ich kaufe meistens Bioprodukte.,Ich kaufe meistens Bioprodukte.,Ich kaufe meistens __.,,media/azure-a8e1fd9b-0aab214a-c9c70b52-893c3624-7fa69ac4.mp3,media/azure-99cee54a-b85405f6-e9a4fce9-5aff7940-6da2d360.mp3
die Landwirtschaft,agriculture,Die Landwirtschaft hat sich in den letzten Jahren verändert.,Die Landwirtschaft hat sich in den letzten Jahren verändert.,__ hat sich in den letzten Jahren verändert.,,media/azure-faa98ad3-8a29c9de-e3d98b36-652e8efc-397c8486.mp3,media/azure-32b2d404-12cd72f5-1ccbe237-b894f19e-4a603f3d.mp3
ökologisch,ecological,Das Unternehmen fördert ökologische Landwirtschaft.,Das Unternehmen fördert ökologische Landwirtschaft.,Das Unternehmen fördert __ Landwirtschaft.,,media/azure-7631b333-6326aa79-95d44659-1cb57972-2de24d74.mp3,media/azure-c532736f-5de09f99-893bd01c-e33ecc21-9336b233.mp3
die Torte,cake,Sie hat eine Schokoladentorte gebacken.,Sie hat eine Schokoladentorte gebacken.,Sie hat eine Schokoladen__ gebacken.,,media/azure-8ecbb8a8-aa50487e-bc6b86d5-8462b1e3-72905611.mp3,media/azure-bbb73bca-0fc0478e-249c152f-cace5aa7-66ee2c38.mp3
sich ernähren,to nourish oneself,Sie ernährt sich gesund.,Sie ernährt sich gesund.,Sie __ sich gesund.,,media/azure-a01e346f-2325de2d-06107356-9601f791-fd34cfd2.mp3,media/azure-4bfce68f-8c59806e-4b420d17-1c7441df-bf6ebf49.mp3
allergisch (gegen),allergic (to),Ich bin allergisch gegen Nüsse.,Ich bin allergisch gegen Nüsse.,Ich bin __ gegen Nüsse.,,media/azure-37d84125-f9ef6d0b-14bbb8ba-151a9990-f052fce4.mp3,media/azure-787f02f7-afc2ab77-5d67f54a-07bb1fd0-3e829480.mp3
die Magenschmerzen,stomach pains,Sie hat oft Magenschmerzen nach dem Essen.,Sie hat oft Magenschmerzen nach dem Essen.,Sie hat oft __ nach dem Essen.,,media/azure-cf691bc4-a6dff4e4-d7e02a23-10723372-2aacf7a8.mp3,media/azure-cd65a006-ca0d6bea-80ca7a42-cb4dde10-024415df.mp3
vertragen,to tolerate,Ich kann keine Laktose vertragen.,Ich kann keine Laktose vertragen.,Ich kann keine Laktose __.,,media/azure-fd12b8ad-7a2ee8f7-741ba6f9-882f0806-7975241d.mp3,media/azure-679cb946-2d63d52f-13dc0cfd-c4b01304-fb2f0ae7.mp3
genießen,to enjoy,Wir genießen die Sonne im Park.,Wir genießen die Sonne im Park.,Wir __ die Sonne im Park.,,media/azure-ef3159d5-5a977ab0-68912e5e-0f733535-f4328dc4.mp3,media/azure-51a5d824-0e63439f-c7b284b0-1c29e451-c121f919.mp3
ausprobieren,to try out,Ich möchte dieses neue Restaurant ausprobieren.,Ich möchte dieses neue Restaurant ausprobieren.,Ich möchte dieses neue Restaurant __.,,media/azure-66295cd6-6598f0b3-e59ed3ec-85d7297c-8ca9ad77.mp3,media/azure-0d87974e-04ee03be-27b7b707-2bff7e30-6f97f262.mp3
gemeinsam,together,Wir arbeiten gemeinsam an diesem Projekt.,Wir arbeiten gemeinsam an diesem Projekt.,Wir arbeiten __ an diesem Projekt.,,media/azure-1b1bc208-d7315c25-a42fa067-9a4c6abd-fb306883.mp3,media/azure-ca0dfde9-21725fbd-1f919510-061d9147-50fa6886.mp3
zubereiten,to prepare,Ich werde das Abendessen zubereiten.,Ich werde das Abendessen zubereiten.,Ich werde das Abendessen __.,,media/azure-64e125cf-5b820e13-9fc3bce1-e44317ad-646a56e5.mp3,media/azure-a83fce71-9f2afb98-90c9b3c8-cbc94174-1c6df7bd.mp3
sich Zeit nehmen (für),to take time (for),Er nimmt sich Zeit für seine Familie.,Er nimmt sich Zeit für seine Familie.,Er __ für seine Familie.,,media/azure-1b37c269-5304ff96-0bfb9ae3-37ed1358-7fd571d6.mp3,media/azure-9f3c6dde-30318a82-08910e1e-ef39419e-feacba08.mp3
jdm. helfen bei,to help someone with,Sie hilft mir bei den Hausaufgaben.,Sie hilft mir bei den Hausaufgaben.,Sie __ mir __ den Hausaufgaben.,,media/azure-90e03ac4-12761096-4af20184-7f756d77-11f9d13e.mp3,media/azure-768e746e-5580fe70-69c6aff3-cf7d50f5-d587c3b4.mp3
nachdenken (über),to think about,Ich muss über deine Vorschläge nachdenken.,Ich muss über deine Vorschläge nachdenken.,Ich muss über deine Vorschläge __.,,media/azure-65702e4b-21868440-2b797ab3-e1a766dc-c5bbf544.mp3,media/azure-62401ffc-0834418a-73d1c2c5-77a28a42-3ecb92bf.mp3
halten von,to think of,Was hältst du von diesem Plan?,Was hältst du von diesem Plan?,Was __ du __ diesem Plan?,,media/azure-39a2c7f8-a6acf580-d6e0bf58-0b5c62ca-8a084d79.mp3,media/azure-c771a2bc-256ece25-c3d47288-cb66a5cb-305b2e8b.mp3
die Kondition,fitness,Er hat eine sehr gute Kondition.,Er hat eine sehr gute Kondition.,Er hat eine sehr gute __.,,media/azure-e45a2c7f-dd3ae45d-9fd0c4da-ce2a600f-0d66de21.mp3,media/azure-b4ebeda1-7ee4088f-81f9bcf2-9355fa75-e9853618.mp3
verbessern,to improve,Ich möchte meine Sprachkenntnisse verbessern.,Ich möchte meine Sprachkenntnisse verbessern.,Ich möchte meine Sprachkenntnisse __.,,media/azure-2fa48445-e40d6929-f419c49d-6410dded-ce7f2dfd.mp3,media/azure-7171a831-13db6953-e6d26417-88929ed8-cc5e8caa.mp3
das Krafttraining,strength training,Er macht regelmäßig Krafttraining.,Er macht regelmäßig Krafttraining.,Er macht regelmäßig __.,,media/azure-e0606ca7-e8bd269d-579d701f-01f9cd87-060f7c81.mp3,media/azure-9d830b5e-0d26fff2-3359ed3d-4488de69-ceb8fd88.mp3
die Kalorie,calorie,Diese Mahlzeit hat viele Kalorien.,Diese Mahlzeit hat viele Kalorien.,Diese Mahlzeit hat viele __.,,media/azure-05f084d5-36d3ea22-e733e2b9-243c0fa7-19434845.mp3,media/azure-1d6cc82f-b8eb9534-ed13e7b7-023dae7a-15997839.mp3
verbrauchen,to consume,Wir verbrauchen viel Wasser.,Wir verbrauchen viel Wasser.,Wir __ viel Wasser.,,media/azure-bf981bf4-cacbcb0a-a0524730-259d7651-7c0b7567.mp3,media/azure-d8bf7882-b204e88b-c27d4ee4-34526e47-f9c84885.mp3
motivieren,to motivate,Er motiviert sein Team täglich.,Er motiviert sein Team täglich.,Er __ sein Team täglich.,,media/azure-6e233179-9f2bd249-ea058fbf-207d48f5-e02cec8b.mp3,media/azure-bbd610d0-0a79335a-3c2c6afa-bbd4e579-6a4c9361.mp3
zählen,to count,Wir müssen die Stimmen zählen.,Wir müssen die Stimmen zählen.,Wir müssen die Stimmen __.,,media/azure-a2aa60fb-d171a006-f8effe25-fe8f13ec-a61ec0a6.mp3,media/azure-e079ffef-18bae126-404282c6-822ae4d0-1fa5f75c.mp3
der Schritt,step,Mach den nächsten Schritt vorsichtig.,Mach den nächsten Schritt vorsichtig.,Mach den nächsten __ vorsichtig.,,media/azure-c3fb8727-4957bc92-ccaa6d30-b3bf73a3-0a1014f9.mp3,media/azure-b4800522-fca468b0-7e3b7990-6eb30ef7-85643401.mp3
nützlich,useful,Diese Information ist sehr nützlich.,Diese Information ist sehr nützlich.,Diese Information ist sehr __.,,media/azure-70903e86-2f9098b1-b71aed3a-a5743f2d-e1708b47.mp3,media/azure-18321fe3-aa0044b0-926eaded-0e330531-f12da4b5.mp3
verstecken,to hide,Er versteckt sich hinter dem Sofa.,Er versteckt sich hinter dem Sofa.,Er __ sich hinter dem Sofa.,,media/azure-878f72dd-4b0fa2a8-fe895ee3-b29277ec-cd6bc6e1.mp3,media/azure-c44ed945-c1eb7ed2-382ccb18-78f52194-67f56a59.mp3
der Ausdruck,expression,Der Ausdruck ist schwer zu verstehen.,Der Ausdruck ist schwer zu verstehen.,__ ist schwer zu verstehen.,,media/azure-5d38eb0d-9c2eaaf0-631b6408-91988c84-1b3fa558.mp3,media/azure-4851dcc0-c50221a3-aeeaca91-b85901c3-fb593ba7.mp3
erfolglos,unsuccessful,Der Versuch war erfolglos.,Der Versuch war erfolglos.,Der Versuch war __.,,media/azure-d8ada62a-706468aa-edea3280-17921d35-99d4c77c.mp3,media/azure-5b9664c2-6623b325-5335c37f-3f868a3f-32dda8d1.mp3
die Essgewohnheit,eating habit,Ihre Essgewohnheiten sind sehr gesund.,Ihre Essgewohnheiten sind sehr gesund.,Ihre __ sind sehr gesund.,,media/azure-c959c673-4f0ef2a5-1e16589d-4368ce1c-311b943a.mp3,media/azure-18ba61fe-6b4bd82e-61d55c91-83ed5bc5-cc45af99.mp3
die Zutat,ingredient,Diese Zutat fehlt in dem Rezept.,Diese Zutat fehlt in dem Rezept.,Diese __ fehlt in dem Rezept.,,media/azure-e91e52cc-0f7da816-343e49ec-18cf9b25-8c3bd978.mp3,media/azure-5d289974-0e517bb4-8c83600e-bb1a1b25-a0a06b3e.mp3
verwenden,to use,Sie verwendet einen Computer für ihre Arbeit.,Sie verwendet einen Computer für ihre Arbeit.,Sie __ einen Computer für ihre Arbeit.,,media/azure-f709ac6f-b3d04cc7-8b575a1e-835e6790-b73bf5c9.mp3,media/azure-587d6cb3-08d6b439-d4526301-e2c3d4e7-00683bc4.mp3
zuckerfrei,sugar-free,Ich trinke nur zuckerfreie Getränke.,Ich trinke nur zuckerfreie Getränke.,Ich trinke nur __ Getränke.,,media/azure-c491505c-17b36960-64d0cfff-fb992d83-77f0999d.mp3,media/azure-b486fdec-c31e94d4-1c7f1ee2-dd3d547c-3f63f6f3.mp3
vitaminreich,rich in vitamins,Diese Frucht ist sehr vitaminreich.,Diese Frucht ist sehr vitaminreich.,Diese Frucht ist sehr __.,,media/azure-a66f5ae1-805aba29-25487a70-1d1bc4ec-18e11cc8.mp3,media/azure-e21f6cf2-6b5e3715-c298a8f1-ca60edc9-5b2bdf28.mp3
kalorienarm,low-calorie,Das ist ein kalorienarmes Gericht.,Das ist ein kalorienarmes Gericht.,Das ist ein __ Gericht.,,media/azure-70992d34-7a164b17-006629cf-ed9b9721-fae50cd1.mp3,media/azure-04312e36-b8859110-eed2416a-4400c41a-4f255c00.mp3
unregelmäßig,irregular,Er hat unregelmäßige Arbeitszeiten.,Er hat unregelmäßige Arbeitszeiten.,Er hat __ Arbeitszeiten.,,media/azure-c730d52f-94bae228-894c85a5-3e7e9b6d-5d2af3d5.mp3,media/azure-b0c041c2-01f19073-6047f724-ce5ac99a-29ff3895.mp3
ungesund,unhealthy,Fast food ist ungesund.,Fast food ist ungesund.,Fast food ist __.,,media/azure-9c696659-c4b9d4f0-b70ab781-e2ffe313-3dcd2606.mp3,media/azure-3f3178e7-f90d2bb1-657ebbb7-d91b12ba-b5f4d861.mp3
der Vegetarier,vegetarian,Mein Bruder ist Vegetarier.,Mein Bruder ist Vegetarier.,Mein Bruder ist __.,,media/azure-1d947a77-9b5b3027-b8416d9f-049807f3-4f4b4f18.mp3,media/azure-bbee50b5-24decc0a-c2d37fdc-812ddf1e-b5fa9406.mp3
der Veganer,vegan,Sie ist Veganerin aus ethischen Gründen.,Sie ist Veganerin aus ethischen Gründen.,Sie ist __ aus ethischen Gründen.,,media/azure-42d8bfeb-76006e9a-39762e01-0aadbadb-0dcdcb8a.mp3,media/azure-7e1cbd47-40ddb3cc-adb43b68-20536f32-f57f925f.mp3
das Prozent,percent,Der Rabatt beträgt 20 Prozent.,Der Rabatt beträgt 20 Prozent.,Der Rabatt beträgt 20 __.,,media/azure-7d5e37cd-d874348a-beb5e397-0be23521-b70b9207.mp3,media/azure-47ec26fe-05f226d0-639732c5-e0fc18a9-43796d5e.mp3
die Statistik,statistics,Laut Statistik ist die Arbeitslosenquote gestiegen.,Laut Statistik ist die Arbeitslosenquote gestiegen.,Laut __ ist die Arbeitslosenquote gestiegen.,,media/azure-076449d8-7e7e071b-a724dc12-62c49def-f99c4ad1.mp3,media/azure-409d65f2-9d36cbe2-2c857f63-9d220ec0-ace37aaa.mp3
jemand,someone,Jemand hat an der Tür geklopft.,Jemand hat an der Tür geklopft.,__ hat an der Tür geklopft.,,media/azure-416c9a55-64b92f34-6e5e9247-86116481-9c9fcb5f.mp3,media/azure-1bd5c08d-7dbf1e1e-4568fe17-139557a4-59b68fba.mp3
niemand,no one,"Niemand wusste, dass sie gegangen war.","Niemand wusste, dass sie gegangen war.","__ wusste, dass sie gegangen war.",,media/azure-2280573b-f5313a43-fb1bb47d-9f706285-9b2e2179.mp3,media/azure-e692f6e5-65e11fc0-c92ecbdc-8f845e59-e79889a9.mp3
irgendetwas,something,Hast du irgendetwas Interessantes zu erzählen?,Hast du irgendetwas Interessantes zu erzählen?,Hast du __ Interessantes zu erzählen?,,media/azure-9ebf3f25-cb2e1072-87706502-8c1cf7ad-12b63d53.mp3,media/azure-cc817c6f-2019062f-43e44e2b-fe1014d7-ff6f3433.mp3
irgendjemand,anyone,Irgendjemand muss das erledigen.,Irgendjemand muss das erledigen.,__ muss das erledigen.,,media/azure-7b25d711-050b0e31-e478d0a9-8052d6d7-02f8dd33.mp3,media/azure-91fc0a46-fb041e9a-67671309-7001156f-1f644c3c.mp3
irgendwo,somewhere,Ich habe ihn irgendwo gesehen.,Ich habe ihn irgendwo gesehen.,Ich habe ihn __ gesehen.,,media/azure-0618fb68-98a6d979-013aae16-e75b1fe7-2d7eee57.mp3,media/azure-6ae2977a-db3a71ba-8d458a33-257a3059-3043c8b5.mp3
irgendwann,sometime,Irgendwann werde ich nach Paris reisen.,Irgendwann werde ich nach Paris reisen.,__ werde ich nach Paris reisen.,,media/azure-18118afd-afa2d505-3ea2642c-2ba18c83-9c4e468f.mp3,media/azure-fb89c4df-b8bc53c0-7ec87239-43392b6c-6d372171.mp3
irgendwie,somehow,Ich muss irgendwie aus dieser Situation herauskommen.,Ich muss irgendwie aus dieser Situation herauskommen.,Ich muss __ aus dieser Situation herauskommen.,,media/azure-3f6b2045-c8e118a7-c757a46e-a1ff65e5-249a74db.mp3,media/azure-fd348dd8-20f57711-a2d9fbd7-204a2c52-480b0865.mp3
"der Nährstoff, die Nährstoffe",nutrient,Vitamine sind wichtige Nährstoffe für den Körper.,Vitamine sind wichtige Nährstoffe für den Körper.,Vitamine sind wichtige __ für den Körper.,,media/azure-c21caca7-ec682a53-ab902283-f735d071-0115581c.mp3,media/azure-7d38349f-46a3aa2c-bcf21770-f821ca7f-3da714f6.mp3
"die Einkaufsliste, die Einkaufslisten",shopping list,Sie hat die Einkaufsliste aufgeschrieben.,Sie hat die Einkaufsliste aufgeschrieben.,Sie hat __ aufgeschrieben.,,media/azure-ef078934-d4e8b815-fc8ae3f5-e06388ee-13359d42.mp3,media/azure-7367f727-62b0c760-c42438d0-bf6aec05-150ccc77.mp3
"die Versicherung, die Versicherungen",insurance,Ich habe eine Versicherung für mein Auto.,Ich habe eine Versicherung für mein Auto.,Ich habe eine __ für mein Auto.,,media/azure-972ece90-68fb94c9-49daedd2-a1fb155c-8e071487.mp3,media/azure-86595033-3247abe5-7bb35ebd-490cd11e-587c0ca4.mp3
die Haftpflichtversicherung,liability insurance,Die Haftpflichtversicherung schützt vor Schäden.,Die Haftpflichtversicherung schützt vor Schäden.,__ schützt vor Schäden.,,media/azure-7f6d3c00-94e1d976-f95df68a-a00329b8-ef0eadc9.mp3,media/azure-a3796cd4-c049c622-5356a1d6-3e62c879-a0ad8974.mp3
runterfallen,to fall down,Das Glas ist vom Tisch runtergefallen.,Das Glas ist vom Tisch runtergefallen.,Das Glas ist vom Tisch __.,,media/azure-a416ccfb-99567d40-c75ea30a-e12f7903-28487d20.mp3,media/azure-a7f36ec4-997fef6e-1905152c-bd2955ea-9aa70ede.mp3
beschädigen,to damage,Der Hund hat die Tür beschädigt.,Der Hund hat die Tür beschädigt.,Der Hund hat die Tür __.,,media/azure-e3728e3d-37499398-7fdf522d-dc2940bb-6d61cfd0.mp3,media/azure-af44da5f-9a4d90d5-30136209-3f3f10a4-5bd595a8.mp3
"der Schaden, die Schäden",damage,Der Schaden am Auto war groß.,Der Schaden am Auto war groß.,__ am Auto war groß.,,media/azure-5905e8b5-61411b10-80588940-eeb19928-f4d668c5.mp3,media/azure-b9c08270-0229ad52-99ca18c5-70fa799d-240b647f.mp3
die Kosten,costs,Die Kosten für die Reparatur sind hoch.,Die Kosten für die Reparatur sind hoch.,__ für die Reparatur sind hoch.,,media/azure-9c47ba1b-6a2f9dde-1b0ad9a9-0100c227-f0054428.mp3,media/azure-5e1979e9-8bf8cd11-7fcc945c-74cf5072-3a6d05bf.mp3
verursachen,to cause,Der Regen hat das Überschwemmen verursacht.,Der Regen hat das Überschwemmen verursacht.,Der Regen hat das Überschwemmen __.,,media/azure-e3d38966-9dfab6b9-b32fe5d2-ca82657a-b049068f.mp3,media/azure-d52025d3-507ff51d-79bb0266-fe11b308-ef1cb43a.mp3
der Versicherungsbeitrag,insurance premium,Der Versicherungsbeitrag steigt jedes Jahr.,Der Versicherungsbeitrag steigt jedes Jahr.,__ steigt jedes Jahr.,,media/azure-2e006e4b-883ae132-a6e23936-698afa0f-fb997c85.mp3,media/azure-c063c2a4-9ba77cc7-8cf01b62-c7f6b389-7bfeda2e.mp3
der / die Geschädigte,injured party,Der Geschädigte muss Schadenersatz fordern.,Der Geschädigte muss Schadenersatz fordern.,__ muss Schadenersatz fordern.,,media/azure-d1a6889e-604dc14a-fa6bad40-6ec1fb75-13ccf505.mp3,media/azure-71ffd313-6afde606-d13e617a-409ff357-deca7af3.mp3
schildern,to describe,Er hat den Unfallhergang genau geschildert.,Er hat den Unfallhergang genau geschildert.,Er hat den Unfallhergang genau __.,,media/azure-036cb8a0-e416d664-f7f5ca6a-4b068636-c56d969d.mp3,media/azure-ec379c27-10b49f3c-f3931a35-cb0acab2-b059fdf5.mp3
der Schadenshergang,course of damage,Der Schadenshergang muss dokumentiert werden.,Der Schadenshergang muss dokumentiert werden.,__ muss dokumentiert werden.,,media/azure-342bead2-cea16776-f02a3151-c5a907ae-8b501446.mp3,media/azure-d3cecda6-863e2247-5917c854-8c3bf7d5-b3aae62c.mp3
aufkommen für,to pay for,Die Versicherung wird den Schaden aufkommen.,Die Versicherung wird den Schaden aufkommen.,Die Versicherung wird den Schaden __.,,media/azure-144df0c8-2f406fff-4f3035dc-470681b8-bf45cd4c.mp3,media/azure-24e6a4b9-21a263d0-56883cea-dd64bae9-bf2c185e.mp3
"der Lautsprecher, die Lautsprecher",speaker,Der Lautsprecher ist sehr laut.,Der Lautsprecher ist sehr laut.,__ ist sehr laut.,,media/azure-826c2315-20472a54-667cd838-26e4726f-039694ed.mp3,media/azure-49de02f0-e35fe9fe-3d7d848d-f930e120-957db5cf.mp3
umstürzen,to topple,Der Baum ist umgestürzt.,Der Baum ist umgestürzt.,Der Baum ist __.,,media/azure-c300a4c6-b035c6e4-fafa8725-53571465-348e13e9.mp3,media/azure-59e15464-1ff1f59b-5dc37c2a-8756313d-ef53ef98.mp3
verbrennen,to burn,Das Papier wird leicht verbrennen.,Das Papier wird leicht verbrennen.,Das Papier wird leicht __.,,media/azure-9ba3bb2c-736dcf33-deb9f85d-fdbfa1ee-8cfb89c7.mp3,media/azure-e3a972a7-b7d7047b-1288a3c6-15e7240e-1214f06d.mp3
überschwemmen,to flood,Der Fluss hat das ganze Dorf überschwemmt.,Der Fluss hat das ganze Dorf überschwemmt.,Der Fluss hat das ganze Dorf __.,,media/azure-c9f505de-6abea685-2f1d5d6c-d4b7a645-8a6d42f3.mp3,media/azure-ea702db6-85658375-2e54e4dd-078461c4-782620ab.mp3
die Rentenversicherung,pension insurance,Die Rentenversicherung ist wichtig für die Zukunft.,Die Rentenversicherung ist wichtig für die Zukunft.,__ ist wichtig für die Zukunft.,,media/azure-fc0b5c39-f2fd7445-51e990cc-99224c4a-3f4d1dfb.mp3,media/azure-0eb55797-2b2ab75f-abe54ade-c712ce6a-08e48b0a.mp3
die Unfallversicherung,accident insurance,Jeder sollte eine Unfallversicherung haben.,Jeder sollte eine Unfallversicherung haben.,Jeder sollte eine __ haben.,,media/azure-ce3ab6b2-6aa3e577-2c9afd4c-185367eb-64479501.mp3,media/azure-5c236147-8182f3a2-7eaa5ce8-057f8eb1-18f7a0a9.mp3
die Rechtsschutzversicherung,legal protection insurance,Eine Rechtsschutzversicherung kann bei rechtlichen Problemen helfen.,Eine Rechtsschutzversicherung kann bei rechtlichen Problemen helfen.,Eine __ kann bei rechtlichen Problemen helfen.,,media/azure-2b0a3ebe-f8e7ac69-ca198ca9-be81518e-d3ed9697.mp3,media/azure-74805136-cc6fd524-ad238b65-5a81b907-ff036df4.mp3
die Wohngebäudeversicherung,home insurance,Die Wohngebäudeversicherung schützt vor Schäden am Haus.,Die Wohngebäudeversicherung schützt vor Schäden am Haus.,__ schützt vor Schäden am Haus.,,media/azure-e8fbb6f1-1b924f2a-4138e77b-0f198bd5-99a798ff.mp3,media/azure-4f45a585-5aa78884-cc7fc4cf-69a80fcc-269f3bd6.mp3
die Berufsunfähigkeitsversicherung,disability insurance,Eine Berufsunfähigkeitsversicherung ist sehr nützlich.,Eine Berufsunfähigkeitsversicherung ist sehr nützlich.,Eine __ ist sehr nützlich.,,media/azure-e1f5fb87-2efcb4d8-417622fc-3db29cca-240434c9.mp3,media/azure-3d14d5c5-0f38b6fe-56618e88-c435b877-4545dcda.mp3
"der Preisvergleich, die Preisvergleiche",price comparison,Ein Preisvergleich kann Geld sparen.,Ein Preisvergleich kann Geld sparen.,Ein __ kann Geld sparen.,,media/azure-4581cefa-20c5169e-91a8ac81-4f09ba2d-f1943afb.mp3,media/azure-c9e192fd-fb72a107-3e9a158c-fe6fcf6f-94bb54db.mp3
meiner Meinung nach,in my opinion,Meiner Meinung nach ist das eine gute Idee.,Meiner Meinung nach ist das eine gute Idee.,__ ist das eine gute Idee.,,media/azure-e41163ba-219d45cc-9d72e697-48bb0a57-68f75fd1.mp3,media/azure-64b8afcf-346ef6a4-7199cfe0-62b49d4d-6130e69c.mp3
Teilkasko,partial coverage,Die Teilkasko deckt nur einen Teil des Schadens.,Die Teilkasko deckt nur einen Teil des Schadens.,__ deckt nur einen Teil des Schadens.,,media/azure-12c0dcc4-45d70d80-d84bb53f-3ad96427-e77fcfd2.mp3,media/azure-dc25514c-6ee168e2-afc65975-945f6c70-f95e07f1.mp3
sich lohnen,to be worth it,"Es lohnt sich, früh aufzuwachen.","Es lohnt sich, früh aufzuwachen.","Es __, früh aufzuwachen.",,media/azure-8dccd602-d400944f-aa86bc53-c19e7394-639c3880.mp3,media/azure-234c7dca-659ce9a2-8b209955-d8f61c84-f2b05381.mp3
